# V (a.u.^3)          Helmholtz Free Energy (Ry.)
# T= 0.000000 K
188.4475000000000      -0.8667191007639
187.6646262626263      -0.8677243386230
186.8817525252525      -0.8687057545966
186.0988787878788      -0.8696628516274
185.3160050505051      -0.8705951201342
184.5331313131313      -0.8715020376417
183.7502575757576      -0.8723830683979
182.9673838383838      -0.8732376629779
182.1845101010101      -0.8740652578750
181.4016363636364      -0.8748652750763
180.6187626262626      -0.8756371216254
179.8358888888889      -0.8763801891685
179.0530151515152      -0.8770938534857
178.2701414141414      -0.8777774740047
177.4872676767677      -0.8784303932987
176.7043939393939      -0.8790519365658
175.9215202020202      -0.8796414110900
175.1386464646465      -0.8801981056829
174.3557727272727      -0.8807212901063
173.5728989898990      -0.8812102144723
172.7900252525253      -0.8816641086236
172.0071515151515      -0.8820821814901
171.2242777777778      -0.8824636204222
170.4414040404040      -0.8828075905003
169.6585303030303      -0.8831132338180
168.8756565656566      -0.8833796687397
168.0927828282828      -0.8836059891298
167.3099090909091      -0.8837912635537
166.5270353535354      -0.8839345344488
165.7441616161616      -0.8840348172635
164.9612878787879      -0.8840910995651
164.1784141414141      -0.8841023401123
163.3955404040404      -0.8840674678928
162.6126666666667      -0.8839853811245
161.8297929292929      -0.8838549462171
161.0469191919192      -0.8836749966944
160.2640454545455      -0.8834443320737
159.4811717171717      -0.8831617167024
158.6982979797980      -0.8828258785477
157.9154242424242      -0.8824355079391
157.1325505050505      -0.8819892562609
156.3496767676768      -0.8814857345922
155.5668030303030      -0.8809235122925
154.7839292929293      -0.8803011155298
154.0010555555556      -0.8796170257498
153.2181818181818      -0.8788696780821
152.4353080808081      -0.8780574596811
151.6524343434343      -0.8771787079987
150.8695606060606      -0.8762317089854
150.0866868686869      -0.8752146952168
149.3038131313131      -0.8741258439412
148.5209393939394      -0.8729632750455
147.7380656565657      -0.8717250489350
146.9551919191919      -0.8704091643226
146.1723181818182      -0.8690135559246
145.3894444444445      -0.8675360920559
144.6065707070707      -0.8659745721228
143.8236969696970      -0.8643267240059
143.0408232323232      -0.8625902013293
142.2579494949495      -0.8607625806089
141.4750757575758      -0.8588413582762
140.6922020202020      -0.8568239475684
139.9093282828283      -0.8547076752806
139.1264545454545      -0.8524897783716
138.3435808080808      -0.8501674004167
137.5607070707071      -0.8477375878990
136.7778333333333      -0.8451972863312
135.9949595959596      -0.8425433362000
135.2120858585859      -0.8397724687215
134.4292121212121      -0.8368813014006
133.6463383838384      -0.8338663333821
132.8634646464646      -0.8307239405830
132.0805909090909      -0.8274503705945
131.2977171717172      -0.8240417373416
130.5148434343434      -0.8204940154864
129.7319696969697      -0.8168030345616
128.9490959595960      -0.8129644728204
128.1662222222222      -0.8089738507850
127.3833484848485      -0.8048265244801
126.6004747474747      -0.8005176783305
125.8176010101010      -0.7960423177069
125.0347272727273      -0.7913952610982
124.2518535353535      -0.7865711318906
123.4689797979798      -0.7815643497289
122.6861060606061      -0.7763691214393
121.9032323232323      -0.7709794314847
121.1203585858586      -0.7653890319282
120.3374848484848      -0.7595914318745
119.5546111111111      -0.7535798863591
118.7717373737374      -0.7473473846520
117.9888636363636      -0.7408866379416
117.2059898989899      -0.7341900663607
116.4231161616162      -0.7272497853160
115.6402424242424      -0.7200575910775
114.8573686868687      -0.7126049455829
114.0744949494949      -0.7048829604087
113.2916212121212      -0.6968823798560
112.5087474747475      -0.6885935630950
111.7258737373737      -0.6800064653102
110.9430000000000      -0.6711106177815
# T= 100.000000 K
188.4475000000000      -0.8669627211790
187.6646262626263      -0.8679656802444
186.8817525252525      -0.8689448301859
186.0988787878788      -0.8698996744072
185.3160050505051      -0.8708297038043
184.5331313131313      -0.8717343963951
183.7502575757576      -0.8726132169379
182.9673838383838      -0.8734656165355
182.1845101010101      -0.8742910322268
181.4016363636364      -0.8750888865636
180.6187626262626      -0.8758585871737
179.8358888888889      -0.8765995263076
179.0530151515152      -0.8773110803703
178.2701414141414      -0.8779926094368
177.4872676767677      -0.8786434567497
176.7043939393939      -0.8792629481999
175.9215202020202      -0.8798503917884
175.1386464646465      -0.8804050770695
174.3557727272727      -0.8809262745730
173.5728989898990      -0.8814132352067
172.7900252525253      -0.8818651896369
172.0071515151515      -0.8822813476463
171.2242777777778      -0.8826608974685
170.4414040404040      -0.8830030050986
169.6585303030303      -0.8833068135775
168.8756565656566      -0.8835714422509
168.0927828282828      -0.8837959860000
167.3099090909091      -0.8839795144433
166.5270353535354      -0.8841210711095
165.7441616161616      -0.8842196725783
164.9612878787879      -0.8842743075888
164.1784141414141      -0.8842839361147
163.3955404040404      -0.8842474884032
162.6126666666667      -0.8841638639777
161.8297929292929      -0.8840319306017
161.0469191919192      -0.8838505232028
160.2640454545455      -0.8836184427542
159.4811717171717      -0.8833344551132
158.6982979797980      -0.8829972898134
157.9154242424242      -0.8826056388095
157.1325505050505      -0.8821581551719
156.3496767676768      -0.8816534517293
155.5668030303030      -0.8810900996572
154.7839292929293      -0.8804666270085
154.0010555555556      -0.8797815171859
153.2181818181818      -0.8790332073505
152.4353080808081      -0.8782200867662
151.6524343434343      -0.8773404950758
150.8695606060606      -0.8763927205058
150.0866868686869      -0.8753749979955
149.3038131313131      -0.8742855072495
148.5209393939394      -0.8731223707071
147.7380656565657      -0.8718836514258
146.9551919191919      -0.8705673508758
146.1723181818182      -0.8691714066395
145.3894444444445      -0.8676936900121
144.6065707070707      -0.8661320034990
143.8236969696970      -0.8644840782040
143.0408232323232      -0.8627475711040
142.2579494949495      -0.8609200622036
141.4750757575758      -0.8589990515641
140.6922020202020      -0.8569819562007
139.9093282828283      -0.8548661068409
139.1264545454545      -0.8526487445376
138.3435808080808      -0.8503270171293
137.5607070707071      -0.8478979755389
136.7778333333333      -0.8453585699040
135.9949595959596      -0.8427056455294
135.2120858585859      -0.8399359386522
134.4292121212121      -0.8370460720100
133.6463383838384      -0.8340325502021
132.8634646464646      -0.8308917548329
132.0805909090909      -0.8276199394243
131.2977171717172      -0.8242132240869
130.5148434343434      -0.8206675899361
129.7319696969697      -0.8169788732383
128.9490959595960      -0.8131427592739
128.1662222222222      -0.8091547759012
127.3833484848485      -0.8050102868039
126.6004747474747      -0.8007044844053
125.8176010101010      -0.7962323824310
125.0347272727273      -0.7915888080989
124.2518535353535      -0.7867683939165
123.4689797979798      -0.7817655690631
122.6861060606061      -0.7765745503325
121.9032323232323      -0.7711893326110
121.1203585858586      -0.7656036788645
120.3374848484848      -0.7598111096040
119.5546111111111      -0.7538048918015
118.7717373737374      -0.7475780272211
117.9888636363636      -0.7411232401324
117.2059898989899      -0.7344329643674
116.4231161616162      -0.7274993296832
115.6402424242424      -0.7203141473859
114.8573686868687      -0.7128688951721
114.0744949494949      -0.7051547011391
113.2916212121212      -0.6971623269125
112.5087474747475      -0.6888821498345
111.7258737373737      -0.6803041441563
110.9430000000000      -0.6714178611684
# T= 200.000000 K
188.4475000000000      -0.8683903641740
187.6646262626263      -0.8693826148679
186.8817525252525      -0.8703511352726
186.0988787878788      -0.8712954302773
185.3160050505051      -0.8722149922973
184.5331313131313      -0.8731093009052
183.7502575757576      -0.8739778224496
182.9673838383838      -0.8748200096607
182.1845101010101      -0.8756353012426
181.4016363636364      -0.8764231214516
180.6187626262626      -0.8771828796597
179.8358888888889      -0.8779139699029
179.0530151515152      -0.8786157704142
178.2701414141414      -0.8792876431399
177.4872676767677      -0.8799289332387
176.7043939393939      -0.8805389685636
175.9215202020202      -0.8811170591251
175.1386464646465      -0.8816624965353
174.3557727272727      -0.8821745534322
173.5728989898990      -0.8826524828832
172.7900252525253      -0.8830955177669
172.0071515151515      -0.8835028701331
171.2242777777778      -0.8838737305384
170.4414040404040      -0.8842072673585
169.6585303030303      -0.8845026260747
168.8756565656566      -0.8847589285337
168.0927828282828      -0.8849752721810
167.3099090909091      -0.8851507292641
166.5270353535354      -0.8852843460077
165.7441616161616      -0.8853751417557
164.9612878787879      -0.8854221080828
164.1784141414141      -0.8854242078709
163.3955404040404      -0.8853803743509
162.6126666666667      -0.8852895101070
161.8297929292929      -0.8851504860438
161.0469191919192      -0.8849621403117
160.2640454545455      -0.8847232771923
159.4811717171717      -0.8844326659381
158.6982979797980      -0.8840890395687
157.9154242424242      -0.8836910936174
157.1325505050505      -0.8832374848294
156.3496767676768      -0.8827268298074
155.5668030303030      -0.8821577036027
154.7839292929293      -0.8815286382499
154.0010555555556      -0.8808381212417
153.2181818181818      -0.8800845939418
152.4353080808081      -0.8792664499330
151.6524343434343      -0.8783820332963
150.8695606060606      -0.8774296368202
150.0866868686869      -0.8764075001339
149.3038131313131      -0.8753138077638
148.5209393939394      -0.8741466871072
147.7380656565657      -0.8729042063210
146.9551919191919      -0.8715843721199
146.1723181818182      -0.8701851274816
145.3894444444445      -0.8687043492523
144.6065707070707      -0.8671398456491
143.8236969696970      -0.8654893536545
143.0408232323232      -0.8637505362958
142.2579494949495      -0.8619209798064
141.4750757575758      -0.8599981906606
140.6922020202020      -0.8579795924775
139.9093282828283      -0.8558625227860
139.1264545454545      -0.8536442296449
138.3435808080808      -0.8513218681101
137.5607070707071      -0.8488924965414
136.7778333333333      -0.8463530727405
135.9949595959596      -0.8437004499114
135.2120858585859      -0.8409313724344
134.4292121212121      -0.8380424714429
133.6463383838384      -0.8350302601945
132.8634646464646      -0.8318911292228
132.0805909090909      -0.8286213412614
131.2977171717172      -0.8252170259244
130.5148434343434      -0.8216741741339
129.7319696969697      -0.8179886322776
128.9490959595960      -0.8141560960840
128.1662222222222      -0.8101721041981
127.3833484848485      -0.8060320314423
126.6004747474747      -0.8017310817442
125.8176010101010      -0.7972642807134
125.0347272727273      -0.7926264678459
124.2518535353535      -0.7878122883375
123.4689797979798      -0.7828161844818
122.6861060606061      -0.7776323866297
121.9032323232323      -0.7722549036856
121.1203585858586      -0.7666775131118
120.3374848484848      -0.7608937504149
119.5546111111111      -0.7548968980805
118.7717373737374      -0.7486799739267
117.9888636363636      -0.7422357188386
117.2059898989899      -0.7355565838491
116.4231161616162      -0.7286347165257
115.6402424242424      -0.7214619466200
114.8573686868687      -0.7140297709356
114.0744949494949      -0.7063293373669
113.2916212121212      -0.6983514280555
112.5087474747475      -0.6900864416098
111.7258737373737      -0.6815243743294
110.9430000000000      -0.6726548003698
# T= 300.000000 K
188.4475000000000      -0.8710582799657
187.6646262626263      -0.8720340789399
