# T (K)     Thermal pressure (GPa)
# V= 157.4051000000000
    0.0       0.0000000000000
   50.0       0.3137586277149
  100.0       0.7716454807343
  150.0       1.2339212243846
  200.0       1.7141956822670
  250.0       2.1794065261287
  300.0       2.6495865682234
  350.0       3.1609781349242
  400.0       3.6251534828134
  450.0       4.0889750802055
  500.0       4.6293318715261
  550.0       5.0921827455436
  600.0       5.5551427987890
  650.0       6.0181256677981
  700.0       6.4803257290937
  750.0       6.9439258159599
  800.0       7.3997737040299
  850.0       7.8688912534037
  900.0       8.3380352442390
  950.0       8.8088110603127
 1000.0       9.2798235756455
 1050.0       9.7492431358315
 1100.0      10.2203770303746
 1150.0      10.6916739506546
 1200.0      11.1607730122370
 1250.0      11.6318075267350
 1300.0      12.0825820185953
 1350.0      12.5522119509028
 1400.0      13.1099606094001
 1450.0      13.5846279095888
 1500.0      14.0572963071536
 1550.0      14.4309303912271
 1600.0      14.9217458299867
 1650.0      15.3934836154983
 1700.0      15.8382747427073
 1750.0      16.3086970369316
 1800.0      16.7791907508660
 1850.0      17.2498834208741
 1900.0      17.7181333342758
 1950.0      18.1885359321426
 2000.0      18.6567468937931
 2050.0      19.0190855579099
 2100.0      19.4857491306133
 2150.0      19.9598530594541
 2200.0      20.4577509555334
 2250.0      20.9615716736465
 2300.0      21.3766411119918
 2350.0      21.8180561594341
 2400.0      22.2908583648393
 2450.0      22.7593796012793
 2500.0      23.2266016784031
 2550.0      23.7393648693765
 2600.0      24.2594923095012
 2650.0      24.6307756839583
 2700.0      25.1293207833940
 2750.0      25.5764282904157
 2800.0      24.0582614045875
 2850.0      24.5175153089274
 2900.0      24.9863796147552
 2950.0      25.4536072937451
 3000.0      27.8911025391521
 3050.0      28.3531245492974
 3100.0      28.8462410974768
 3150.0      29.3122660411087
 3200.0      29.7908966860859
 3250.0      30.2615188673060
 3300.0      30.7203143495452
 3350.0      31.1795606268545
 3400.0      31.6591758773818
 3450.0      32.1523506163746
 3500.0      32.6125091486015
 3550.0      33.1281675734442
 3600.0      33.5621413011628
