# V (a.u.^3)     Thermal pressure (GPa)
# T=     0.0
157.4051000000000       0.0000000000000
157.1917434343434       0.0000000000000
156.9783868686869       0.0000000000000
156.7650303030303       0.0000000000000
156.5516737373737       0.0000000000000
156.3383171717172       0.0000000000000
156.1249606060606       0.0000000000000
155.9116040404041       0.0000000000000
155.6982474747475       0.0000000000000
155.4848909090909       0.0000000000000
155.2715343434344       0.0000000000000
155.0581777777778       0.0000000000000
154.8448212121212       0.0000000000000
154.6314646464647       0.0000000000000
154.4181080808081       0.0000000000000
154.2047515151515       0.0000000000000
153.9913949494949       0.0000000000000
153.7780383838384       0.0000000000000
153.5646818181818       0.0000000000000
153.3513252525253       0.0000000000000
153.1379686868687       0.0000000000000
152.9246121212121       0.0000000000000
152.7112555555556       0.0000000000000
152.4978989898990       0.0000000000000
152.2845424242424       0.0000000000000
152.0711858585859       0.0000000000000
151.8578292929293       0.0000000000000
151.6444727272727       0.0000000000000
151.4311161616162       0.0000000000000
151.2177595959596       0.0000000000000
151.0044030303030       0.0000000000000
150.7910464646465       0.0000000000000
150.5776898989899       0.0000000000000
150.3643333333333       0.0000000000000
150.1509767676768       0.0000000000000
149.9376202020202       0.0000000000000
149.7242636363636       0.0000000000000
149.5109070707071       0.0000000000000
149.2975505050505       0.0000000000000
149.0841939393939       0.0000000000000
148.8708373737374       0.0000000000000
148.6574808080808       0.0000000000000
148.4441242424242       0.0000000000000
148.2307676767677       0.0000000000000
148.0174111111111       0.0000000000000
147.8040545454546       0.0000000000000
147.5906979797980       0.0000000000000
147.3773414141414       0.0000000000000
147.1639848484849       0.0000000000000
146.9506282828283       0.0000000000000
146.7372717171717       0.0000000000000
146.5239151515152       0.0000000000000
146.3105585858586       0.0000000000000
146.0972020202020       0.0000000000000
145.8838454545455       0.0000000000000
145.6704888888889       0.0000000000000
145.4571323232323       0.0000000000000
145.2437757575758       0.0000000000000
145.0304191919192       0.0000000000000
144.8170626262626       0.0000000000000
144.6037060606061       0.0000000000000
144.3903494949495       0.0000000000000
144.1769929292929       0.0000000000000
143.9636363636364       0.0000000000000
143.7502797979798       0.0000000000000
143.5369232323232       0.0000000000000
143.3235666666667       0.0000000000000
143.1102101010101       0.0000000000000
142.8968535353536       0.0000000000000
142.6834969696970       0.0000000000000
142.4701404040404       0.0000000000000
142.2567838383839       0.0000000000000
142.0434272727273       0.0000000000000
