# V (a.u.^3)          Helmholtz Free Energy (Ry.)
# T= 0.000000 K
 41.1649000000000       0.6728523065384
 41.0980979797980       0.6753277457305
 41.0312959595960       0.6778145964054
 40.9644939393939       0.6803129057098
 40.8976919191919       0.6828227209588
 40.8308898989899       0.6853440896367
 40.7640878787879       0.6878770593960
 40.6972858585859       0.6904216780575
 40.6304838383838       0.6929779936103
 40.5636818181818       0.6955460542111
 40.4968797979798       0.6981259081842
 40.4300777777778       0.7007176040211
 40.3632757575758       0.7033211903805
 40.2964737373737       0.7059367160873
 40.2296717171717       0.7085642301328
 40.1628696969697       0.7112037816741
 40.0960676767677       0.7138554200338
 40.0292656565657       0.7165191946993
 39.9624636363636       0.7191951553226
 39.8956616161616       0.7218833517198
 39.8288595959596       0.7245838338701
 39.7620575757576       0.7272966519162
 39.6952555555556       0.7300218561626
 39.6284535353535       0.7327594970760
 39.5616515151515       0.7355096252840
 39.4948494949495       0.7382722915747
 39.4280474747475       0.7410475468959
 39.3612454545455       0.7438354423544
 39.2944434343434       0.7466360292155
 39.2276414141414       0.7494493589016
 39.1608393939394       0.7522754829921
 39.0940373737374       0.7551144532221
 39.0272353535354       0.7579663214813
 38.9604333333333       0.7608311398138
 38.8936313131313       0.7637089604163
 38.8268292929293       0.7665998356376
 38.7600272727273       0.7695038179776
 38.6932252525253       0.7724209600858
 38.6264232323232       0.7753513147606
 38.5596212121212       0.7782949349478
 38.4928191919192       0.7812518737396
 38.4260171717172       0.7842221843734
 38.3592151515152       0.7872059202301
 38.2924131313131       0.7902031348335
 38.2256111111111       0.7932138818480
 38.1588090909091       0.7962382150780
 38.0920070707071       0.7992761884658
 38.0252050505051       0.8023278560905
 37.9584030303030       0.8053932721662
 37.8916010101010       0.8084724910404
 37.8247989898990       0.8115655671923
 37.7579969696970       0.8146725552313
 37.6911949494949       0.8177935098947
 37.6243929292929       0.8209284860465
 37.5575909090909       0.8240775386749
 37.4907888888889       0.8272407228907
 37.4239868686869       0.8304180939254
 37.3571848484848       0.8336097071286
 37.2903828282828       0.8368156179665
 37.2235808080808       0.8400358820190
 37.1567787878788       0.8432705549781
 37.0899767676768       0.8465196926453
