# T (K)       E-ph (Ry.)
# V = 188.616000 (a.u.^3)
    5.0       0.0083732606956
  100.0       0.0089299119993
  200.0       0.0109317798541
  300.0       0.0137852831105
  400.0       0.0170385563835
  500.0       0.0204895404737
  600.0       0.0240491957348
  700.0       0.0276741503355
  800.0       0.0313411551651
  900.0       0.0350367374697
 1000.0       0.0387525876535
 1100.0       0.0424833161875
 1200.0       0.0462252804710
 1300.0       0.0499759328406
 1400.0       0.0537334392775
 1500.0       0.0574964465973
 1600.0       0.0612639349594
 1700.0       0.0650351214035
 1800.0       0.0688093949840
 1900.0       0.0725862720733
 2000.0       0.0763653648917
 2100.0       0.0801463589177
 2200.0       0.0839289963914
 2300.0       0.0877130640779
 2400.0       0.0914983840619
 2500.0       0.0952848067331
 2600.0       0.0990722053780
 2700.0       0.1028604719648
 2800.0       0.1066495138257
 2900.0       0.1104392510217
 3000.0       0.1142296142306
 3100.0       0.1180205430430
 3200.0       0.1218119845748
 3300.0       0.1256038923319
 3400.0       0.1293962252735
 3500.0       0.1331889470360
 3600.0       0.1369820252857
 3700.0       0.1407754311754
 3800.0       0.1445691388872
 3900.0       0.1483631252454
 4000.0       0.1521573693868
 4100.0       0.1559518524795
 4200.0       0.1597465574816
 4300.0       0.1635414689337
 4400.0       0.1673365727793
 4500.0       0.1711318562090
 4600.0       0.1749273075259
 4700.0       0.1787229160266
 4800.0       0.1825186718988
 4900.0       0.1863145661296
 5000.0       0.1901105904266
 5100.0       0.1939067371466
 5200.0       0.1977029992338
 5300.0       0.2014993701642
 5400.0       0.2052958438964
 5500.0       0.2090924148281
 5600.0       0.2128890777566
 5700.0       0.2166858278440
 5800.0       0.2204826605855
 5900.0       0.2242795717816
 6000.0       0.2280765575126
# V = 178.021000 (a.u.^3)
    5.0       0.0090977109869
  100.0       0.0095969042133
  200.0       0.0114601083447
  300.0       0.0141923232713
  400.0       0.0173623546116
  500.0       0.0207561655715
  600.0       0.0242749672121
  700.0       0.0278695409269
  800.0       0.0315131705277
  900.0       0.0351902547056
 1000.0       0.0388911223255
 1100.0       0.0426094787939
 1200.0       0.0463410590514
 1300.0       0.0500828744599
 1400.0       0.0538327704456
 1500.0       0.0575891555149
 1600.0       0.0613508291422
 1700.0       0.0651168689769
 1800.0       0.0688865548746
 1900.0       0.0726593164809
 2000.0       0.0764346962848
 2100.0       0.0802123230749
 2200.0       0.0839918925390
 2300.0       0.0877731528652
 2400.0       0.0915558939025
 2500.0       0.0953399388984
 2600.0       0.0991251381243
 2700.0       0.1029113639071
 2800.0       0.1066985067154
 2900.0       0.1104864720515
 3000.0       0.1142751779591
 3100.0       0.1180645530118
 3200.0       0.1218545346754
 3300.0       0.1256450679671
 3400.0       0.1294361043496
 3500.0       0.1332276008142
 3600.0       0.1370195191161
 3700.0       0.1408118251324
 3800.0       0.1446044883221
 3900.0       0.1483974812684
 4000.0       0.1521907792891
 4100.0       0.1559843601040
 4200.0       0.1597782035503
 4300.0       0.1635722913364
 4400.0       0.1673666068304
 4500.0       0.1711611348756
 4600.0       0.1749558616308
 4700.0       0.1787507744308
 4800.0       0.1825458616638
 4900.0       0.1863411126643
 5000.0       0.1901365176189
 5100.0       0.1939320674824
 5200.0       0.1977277539046
 5300.0       0.2015235691645
 5400.0       0.2053195061121
 5500.0       0.2091155581170
 5600.0       0.2129117190215
 5700.0       0.2167079830997
 5800.0       0.2205043450201
 5900.0       0.2243007998121
 6000.0       0.2280973428363
# V = 167.899000 (a.u.^3)
    5.0       0.0102460620350
  100.0       0.0106045917384
  200.0       0.0122430025676
  300.0       0.0147993570820
  400.0       0.0178497177901
  500.0       0.0211616643710
  600.0       0.0246223793359
  700.0       0.0281741991602
  800.0       0.0317853679610
  900.0       0.0354371750718
 1000.0       0.0391179532732
 1100.0       0.0428200775972
 1200.0       0.0465383662132
 1300.0       0.0502691800275
 1400.0       0.0540098910811
 1500.0       0.0577585556259
 1600.0       0.0615137058586
 1700.0       0.0652742131106
 1800.0       0.0690391955255
 1900.0       0.0728079542613
 2000.0       0.0765799284623
 2100.0       0.0803546628741
 2200.0       0.0841317841532
 2300.0       0.0879109832693
 2400.0       0.0916920022500
 2500.0       0.0954746240698
 2600.0       0.0992586648465
 2700.0       0.1030439677549
 2800.0       0.1068303982326
 2900.0       0.1106178401689
 3000.0       0.1144061928503
 3100.0       0.1181953684924
 3200.0       0.1219852902315
 3300.0       0.1257758904789
 3400.0       0.1295671095645
 3500.0       0.1333588946101
 3600.0       0.1371511985913
 3700.0       0.1409439795492
 3800.0       0.1447371999271
 3900.0       0.1485308260079
 4000.0       0.1523248274360
 4100.0       0.1561191768090
 4200.0       0.1599138493271
 4300.0       0.1637088224915
 4400.0       0.1675040758437
 4500.0       0.1712995907392
 4600.0       0.1750953501515
 4700.0       0.1788913384997
 4800.0       0.1826875414987
 4900.0       0.1864839460274
 5000.0       0.1902805400122
 5100.0       0.1940773123246
 5200.0       0.1978742526910
 5300.0       0.2016713516115
 5400.0       0.2054686002890
 5500.0       0.2092659905650
 5600.0       0.2130635148630
 5700.0       0.2168611661374
 5800.0       0.2206589378277
 5900.0       0.2244568238177
 6000.0       0.2282548183983
# V = 162.905000 (a.u.^3)
    5.0       0.0105676315268
  100.0       0.0109290318309
  200.0       0.0125313852290
  300.0       0.0150329999861
  400.0       0.0180388731013
  500.0       0.0213177937710
  600.0       0.0247537842896
  700.0       0.0282865818431
  800.0       0.0318826905712
  900.0       0.0355222618330
 1000.0       0.0391928722450
 1100.0       0.0428863814670
 1200.0       0.0465972469992
 1300.0       0.0503215709819
 1400.0       0.0540565355561
 1500.0       0.0578000547563
 1600.0       0.0615505523242
 1700.0       0.0653068155329
 1800.0       0.0690678964238
 1900.0       0.0728330434902
 2000.0       0.0766016534209
 2100.0       0.0803732363693
 2200.0       0.0841473905317
 2300.0       0.0879237832547
 2400.0       0.0917021367981
 2500.0       0.0954822174714
 2600.0       0.0992638272462
 2700.0       0.1030467972131
 2800.0       0.1068309824257
 2900.0       0.1106162578019
 3000.0       0.1144025148372
 3100.0       0.1181896589496
 3200.0       0.1219776073177
 3300.0       0.1257662871098
 3400.0       0.1295556340230
 3500.0       0.1333455910713
 3600.0       0.1371361075746
 3700.0       0.1409271383102
 3800.0       0.1447186427986
 3900.0       0.1485105846972
 4000.0       0.1523029312858
 4100.0       0.1560956530264
 4200.0       0.1598887231856
 4300.0       0.1636821175100
 4400.0       0.1674758139448
 4500.0       0.1712697923907
 4600.0       0.1750640344917
 4700.0       0.1788585234503
 4800.0       0.1826532438658
 4900.0       0.1864481815917
 5000.0       0.1902433236111
 5100.0       0.1940386579258
 5200.0       0.1978341734587
 5300.0       0.2016298599674
 5400.0       0.2054257079667
 5500.0       0.2092217086600
 5600.0       0.2130178538780
 5700.0       0.2168141360238
 5800.0       0.2206105480237
 5900.0       0.2244070832827
 6000.0       0.2282037356449
# V = 158.114000 (a.u.^3)
    5.0       0.0110340341158
  100.0       0.0113729288237
  200.0       0.0129062954211
  300.0       0.0153344511566
  400.0       0.0182841220652
  500.0       0.0215223509494
  600.0       0.0249284447986
  700.0       0.0284386574562
  800.0       0.0320172287732
  900.0       0.0356428475083
 1000.0       0.0393021246843
 1100.0       0.0429862643715
 1200.0       0.0466892664081
 1300.0       0.0504069051376
 1400.0       0.0541361224342
 1500.0       0.0578746525591
 1600.0       0.0616207822542
 1700.0       0.0653731926682
 1800.0       0.0691308524244
 1900.0       0.0728929435798
 2000.0       0.0766588092812
 2100.0       0.0804279160670
 2200.0       0.0841998262578
 2300.0       0.0879741774270
 2400.0       0.0917506669243
 2500.0       0.0955290400613
 2600.0       0.0993090809879
 2700.0       0.1030906055720
 2800.0       0.1068734557878
 2900.0       0.1106574952534
 3000.0       0.1144426056527
 3100.0       0.1182286838430
 3200.0       0.1220156395007
 3300.0       0.1258033931919
 3400.0       0.1295918747809
 3500.0       0.1333810221093
 3600.0       0.1371707798944
 3700.0       0.1409610988047
 3800.0       0.1447519346806
 3900.0       0.1485432478746
 4000.0       0.1523350026896
