# V (a.u.^3)     Thermal pressure (GPa)
# T=     0.0
188.6160000000000       0.0000000000000
187.8709595959596       0.0000000000000
187.1259191919192       0.0000000000000
186.3808787878788       0.0000000000000
185.6358383838384       0.0000000000000
184.8907979797980       0.0000000000000
184.1457575757576       0.0000000000000
183.4007171717172       0.0000000000000
182.6556767676768       0.0000000000000
181.9106363636364       0.0000000000000
181.1655959595960       0.0000000000000
180.4205555555556       0.0000000000000
179.6755151515152       0.0000000000000
178.9304747474748       0.0000000000000
178.1854343434344       0.0000000000000
177.4403939393939       0.0000000000000
176.6953535353535       0.0000000000000
175.9503131313132       0.0000000000000
175.2052727272727       0.0000000000000
174.4602323232323       0.0000000000000
173.7151919191919       0.0000000000000
172.9701515151515       0.0000000000000
172.2251111111111       0.0000000000000
171.4800707070707       0.0000000000000
170.7350303030303       0.0000000000000
169.9899898989899       0.0000000000000
169.2449494949495       0.0000000000000
168.4999090909091       0.0000000000000
167.7548686868687       0.0000000000000
167.0098282828283       0.0000000000000
166.2647878787879       0.0000000000000
165.5197474747475       0.0000000000000
164.7747070707071       0.0000000000000
164.0296666666667       0.0000000000000
163.2846262626263       0.0000000000000
162.5395858585859       0.0000000000000
161.7945454545455       0.0000000000000
161.0495050505050       0.0000000000000
160.3044646464647       0.0000000000000
159.5594242424243       0.0000000000000
158.8143838383838       0.0000000000000
158.0693434343434       0.0000000000000
157.3243030303030       0.0000000000000
156.5792626262626       0.0000000000000
155.8342222222222       0.0000000000000
155.0891818181818       0.0000000000000
154.3441414141414       0.0000000000000
153.5991010101010       0.0000000000000
152.8540606060606       0.0000000000000
152.1090202020202       0.0000000000000
151.3639797979798       0.0000000000000
150.6189393939394       0.0000000000000
149.8738989898990       0.0000000000000
149.1288585858586       0.0000000000000
148.3838181818182       0.0000000000000
147.6387777777778       0.0000000000000
146.8937373737374       0.0000000000000
146.1486969696970       0.0000000000000
145.4036565656566       0.0000000000000
144.6586161616162       0.0000000000000
143.9135757575758       0.0000000000000
143.1685353535354       0.0000000000000
142.4234949494950       0.0000000000000
141.6784545454545       0.0000000000000
140.9334141414141       0.0000000000000
140.1883737373738       0.0000000000000
139.4433333333333       0.0000000000000
138.6982929292929       0.0000000000000
137.9532525252525       0.0000000000000
137.2082121212121       0.0000000000000
136.4631717171717       0.0000000000000
135.7181313131313       0.0000000000000
134.9730909090909       0.0000000000000
134.2280505050505       0.0000000000000
133.4830101010101       0.0000000000000
132.7379696969697       0.0000000000000
131.9929292929293       0.0000000000000
131.2478888888889       0.0000000000000
130.5028484848485       0.0000000000000
129.7578080808081       0.0000000000000
129.0127676767677       0.0000000000000
128.2677272727273       0.0000000000000
127.5226868686869       0.0000000000000
126.7776464646465       0.0000000000000
126.0326060606061       0.0000000000000
125.2875656565657       0.0000000000000
124.5425252525253       0.0000000000000
123.7974848484849       0.0000000000000
123.0524444444444       0.0000000000000
122.3074040404040       0.0000000000000
121.5623636363636       0.0000000000000
120.8173232323232       0.0000000000000
120.0722828282828       0.0000000000000
119.3272424242424       0.0000000000000
118.5822020202020       0.0000000000000
117.8371616161616       0.0000000000000
117.0921212121212       0.0000000000000
116.3470808080808       0.0000000000000
115.6020404040404       0.0000000000000
114.8570000000000       0.0000000000000
# T=   100.0
188.6160000000000       0.0924531496968
187.8709595959596       0.0913529137903
187.1259191919192       0.0902373094989
186.3808787878788       0.0891061326729
185.6358383838384       0.0879591383328
184.8907979797980       0.0867960651670
184.1457575757576       0.0856167171918
183.4007171717172       0.0844207922659
182.6556767676768       0.0832080454095
181.9106363636364       0.0819782888052
181.1655959595960       0.0807311876473
180.4205555555556       0.0794665296204
179.6755151515152       0.0781839962510
178.9304747474748       0.0768833588914
178.1854343434344       0.0755643807281
177.4403939393939       0.0742267432877
176.6953535353535       0.0728701525947
175.9503131313132       0.0714943881674
175.2052727272727       0.0700991315325
174.4602323232323       0.0686840968804
173.7151919191919       0.0672489984016
172.9701515151515       0.0657935421207
172.2251111111111       0.0643174503941
